Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
memorial-thank-you-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,MEMORIALTHANKY-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
memorial-photo-collage-poster,Memorial Photo Collage Poster,<p>A photo collage created with warmth and respect to honor your loved one and comfort everyone who gathers.</p>,Color Create Studio,,Custom Design Service,"memorial, tribute, photo collage, Memorial & Tribute Design, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,MEMORIALPHOTOC-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Memorial Photo Collage Poster | Color Create Studio,,draft
memorial-photo-collage-poster,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,MEMORIALPHOTOC-02,0,,,continue,manual,46.00,,FALSE,TRUE,,,,,FALSE,,,draft
memorial-photo-collage-poster,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,MEMORIALPHOTOC-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
memorial-candle-label,Memorial Candle Label Design,<p>A candle label created with warmth and respect to honor your loved one and comfort everyone who gathers.</p>,Color Create Studio,,Custom Design Service,"memorial, tribute, candle label, Memorial & Tribute Design, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,MEMORIALCANDLE-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Memorial Candle Label Design | Color Create Studio,,draft
memorial-candle-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,MEMORIALCANDLE-02,0,,,continue,manual,46.00,,FALSE,TRUE,,,,,FALSE,,,draft
memorial-candle-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,MEMORIALCANDLE-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
memorial-favor-tag,Memorial Favor Tag Design,<p>A favor tag created with warmth and respect to honor your loved one and comfort everyone who gathers.</p>,Color Create Studio,,Custom Design Service,"memorial, tribute, favor tag, Memorial & Tribute Design, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,MEMORIALFAVORT-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Memorial Favor Tag Design | Color Create Studio,,draft
memorial-favor-tag,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,MEMORIALFAVORT-02,0,,,continue,manual,46.00,,FALSE,TRUE,,,,,FALSE,,,draft
memorial-favor-tag,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,MEMORIALFAVORT-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
memorial-keepsake-card,Memorial Keepsake Card Design,<p>A keepsake created with warmth and respect to honor your loved one and comfort everyone who gathers.</p>,Color Create Studio,,Custom Design Service,"memorial, tribute, keepsake, Memorial & Tribute Design, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,MEMORIALKEEPSA-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Memorial Keepsake Card Design | Color Create Studio,,draft
memorial-keepsake-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,MEMORIALKEEPSA-02,0,,,continue,manual,46.00,,FALSE,TRUE,,,,,FALSE,,,draft
memorial-keepsake-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,MEMORIALKEEPSA-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-tribute-illustration,Custom Tribute Illustration,<p>A tribute illustration created with warmth and respect to honor your loved one and comfort everyone who gathers.</p>,Color Create Studio,,Custom Design Service,"memorial, tribute, tribute illustration, Memorial & Tribute Design, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMTRIBUTEI-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Tribute Illustration | Color Create Studio,,draft
custom-tribute-illustration,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMTRIBUTEI-02,0,,,continue,manual,46.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-tribute-illustration,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMTRIBUTEI-03,150,,,continue,manual,62.00,,TRUE,TRUE,,,,,FALSE,,,draft
memorial-social-announcement,Memorial Social Media Announcement,<p>A graceful announcement graphic to share service details with family and friends online.</p>,Color Create Studio,,Digital Download,"memorial, social, Memorial & Tribute Design, Digital Download",FALSE,Delivery,Digital Download,,,,,MEMORIALSOCIAL-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Memorial Social Media Announcement | Color Create Studio,,draft
memorial-remembrance-coloring-page,Custom Remembrance Coloring Page,<p>A gentle coloring page that gives children - and adults - a quiet way to remember and process.</p>,Color Create Studio,,Digital Download,"memorial, coloring, Memorial & Tribute Design, Digital Download",FALSE,Delivery,Digital Download,,,,,MEMORIALREMEMB-01,0,,,continue,manual,8.00,,FALSE,TRUE,,,,,FALSE,Custom Remembrance Coloring Page | Color Create Studio,,draft
small-business-design-starter-pack,Small Business Design Starter Pack,"<p>Everything a new brand needs to look established overnight - flyer, business card, social templates, and a thank-you card, all matching your brand.</p><p><em>A look that says professional at a glance, a message that sounds confident, assets you can put to work today.</em></p>",Color Create Studio,,Bundle,"business, starter, branding, Business Design Services, Bundle",FALSE,Package,Starter Pack,,,,,SMALLBUSINESSD-01,0,,,continue,manual,195.00,,FALSE,TRUE,,,,,FALSE,Small Business Design Starter Pack | Color Create Studio,,draft
custom-business-flyer,Custom Business Flyer,<p>A polished flyer that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, flyer, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMBUSINESS-01XX,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Business Flyer | Color Create Studio,,draft
custom-business-flyer,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMBUSINESS-02XX,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-business-flyer,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMBUSINESS-03X,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-price-list,Custom Price List Design,<p>A polished price list that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, price list, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMPRICELIS-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Price List Design | Color Create Studio,,draft
custom-price-list,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMPRICELIS-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-price-list,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMPRICELIS-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-service-menu,Custom Service Menu Design,<p>A polished service menu that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, service menu, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMSERVICEM-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Service Menu Design | Color Create Studio,,draft
custom-service-menu,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMSERVICEM-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-service-menu,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMSERVICEM-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-product-menu,Custom Product Menu Design,<p>A polished product menu that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, product menu, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMPRODUCTM-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Product Menu Design | Color Create Studio,,draft
custom-product-menu,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMPRODUCTM-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-product-menu,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMPRODUCTM-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-business-thank-you-card,Custom Thank-You Card Design,<p>A polished thank you card that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, thank you card, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMBUSINESS-01XXX,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Thank-You Card Design | Color Create Studio,,draft
custom-business-thank-you-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMBUSINESS-02XXX,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-business-thank-you-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMBUSINESS-03XX,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-business-card,Custom Business Card Design,<p>A polished business card that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, business card, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMBUSINESS-01XXXX,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Business Card Design | Color Create Studio,,draft
custom-business-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMBUSINESS-02XXXX,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-business-card,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMBUSINESS-03XXX,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-product-launch-graphic,Custom Product Launch Graphic,<p>A polished product launch that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, product launch, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMPRODUCTL-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Product Launch Graphic | Color Create Studio,,draft
custom-product-launch-graphic,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMPRODUCTL-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-product-launch-graphic,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMPRODUCTL-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-testimonial-graphic,Custom Testimonial Graphic,<p>A polished testimonial that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, testimonial, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMTESTIMON-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Testimonial Graphic | Color Create Studio,,draft
custom-testimonial-graphic,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMTESTIMON-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-testimonial-graphic,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMTESTIMON-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-brand-announcement-graphic,Custom Brand Announcement Graphic,<p>A polished announcement that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, announcement, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMBRANDANN-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Brand Announcement Graphic | Color Create Studio,,draft
custom-brand-announcement-graphic,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMBRANDANN-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-brand-announcement-graphic,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMBRANDANN-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-product-mockup,Custom Product Mockup Design,<p>A polished mockup that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, mockup, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMPRODUCTM-01X,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Product Mockup Design | Color Create Studio,,draft
custom-product-mockup,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMPRODUCTM-02X,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-product-mockup,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMPRODUCTM-03X,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-packaging-label,Custom Packaging Label Design,<p>A polished packaging that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, packaging, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMPACKAGIN-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Packaging Label Design | Color Create Studio,,draft
custom-packaging-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMPACKAGIN-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-packaging-label,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMPACKAGIN-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-digital-product-cover,Custom Digital Product Cover Design,<p>A polished cover that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, cover, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMDIGITALP-01X,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom Digital Product Cover Design | Color Create Studio,,draft
custom-digital-product-cover,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMDIGITALP-02X,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-digital-product-cover,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMDIGITALP-03X,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-ebook-workbook-cover,Custom E-book / Workbook Cover Design,<p>A polished ebook cover that makes your small business look like a big brand - on time and on point.</p>,Color Create Studio,,Custom Design Service,"business, ebook cover, Business Design Services, Custom Design Service",FALSE,Service Level,Studio Template Edit - Digital (24-hr),,,,,CUSTOMEBOOKWOR-01,0,,,continue,manual,24.00,,FALSE,TRUE,,,,,FALSE,Custom E-book / Workbook Cover Design | Color Create Studio,,draft
custom-ebook-workbook-cover,,,,,,,FALSE,Service Level,Bespoke Custom Design - Digital,,,,,CUSTOMEBOOKWOR-02,0,,,continue,manual,45.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-ebook-workbook-cover,,,,,,,FALSE,Service Level,Bespoke Custom Design - Print + Ship,,,,,CUSTOMEBOOKWOR-03,150,,,continue,manual,60.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-instagram-templates,Custom Instagram Post & Story Templates,"<p>Branded, editable Instagram templates so your feed and stories stay consistent and on-brand without starting from scratch every time.</p><p><em>A scroll-stopping look your audience sees, a voice they recognize, a system you can reuse.</em></p>",Color Create Studio,,Canva Editable Template,"business, instagram, template, social, Business Design Services, Canva Editable Template",FALSE,Set,Post Template Set,,,,,CUSTOMINSTAGRA-01,0,,,continue,manual,18.00,,FALSE,TRUE,,,,,FALSE,Custom Instagram Post & Story Templates | Color Create Studio,,draft
custom-instagram-templates,,,,,,,FALSE,Set,Story Template Set,,,,,CUSTOMINSTAGRA-02,0,,,continue,manual,18.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-instagram-templates,,,,,,,FALSE,Set,Post + Story Bundle,,,,,CUSTOMINSTAGRA-03,0,,,continue,manual,30.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-canva-business-template,Custom Canva Business Template,"<p>A fully editable, on-brand Canva template built for your business so you can update and reuse it anytime.</p>",Color Create Studio,,Canva Editable Template,"business, canva, template, Business Design Services, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CUSTOMCANVABUS-01,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,Custom Canva Business Template | Color Create Studio,,draft
custom-brand-graphic-mini-pack,Custom Brand Graphic Mini Pack,"<p>A small, mighty set of matching brand graphics to refresh your socials fast.</p>",Color Create Studio,,Bundle,"business, branding, bundle, Business Design Services, Bundle",FALSE,Pack,Mini Pack,,,,,CUSTOMBRANDGRA-01,0,,,continue,manual,75.00,,FALSE,TRUE,,,,,FALSE,Custom Brand Graphic Mini Pack | Color Create Studio,,draft
social-media-visual-refresh,Social Media Visual Refresh Package,"<p>A full refresh of your social presence - cohesive templates, highlight covers, and post graphics that make your brand look brand new.</p>",Color Create Studio,,Bundle,"business, social, refresh, Business Design Services, Bundle",FALSE,Package,Full Refresh,,,,,SOCIALMEDIAVIS-01,0,,,continue,manual,165.00,,FALSE,TRUE,,,,,FALSE,Social Media Visual Refresh Package | Color Create Studio,,draft
canva-invitation-template,Editable Canva Invitation Template,"<p>A fully editable invitation Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, invitation, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAINVITATIO-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Invitation Template | Color Create Studio,,draft
canva-birthday-invitation-template,Editable Canva Birthday Invitation Template,"<p>A fully editable birthday Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, birthday, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVABIRTHDAYI-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Birthday Invitation Template | Color Create Studio,,draft
canva-baby-shower-invitation-template,Editable Canva Baby Shower Invitation Template,"<p>A fully editable baby shower Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, baby shower, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVABABYSHOWE-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Baby Shower Invitation Template | Color Create Studio,,draft
canva-graduation-invitation-template,Editable Canva Graduation Invitation Template,"<p>A fully editable graduation Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, graduation, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAGRADUATIO-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Graduation Invitation Template | Color Create Studio,,draft
canva-memorial-flyer-template,Editable Canva Memorial Flyer Template,"<p>A fully editable memorial Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, memorial, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAMEMORIALF-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Memorial Flyer Template | Color Create Studio,,draft
canva-party-flyer-template,Editable Canva Party Flyer Template,"<p>A fully editable party flyer Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, party flyer, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPARTYFLYE-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Party Flyer Template | Color Create Studio,,draft
canva-welcome-sign-template,Editable Canva Welcome Sign Template,"<p>A fully editable welcome sign Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, welcome sign, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAWELCOMESI-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Welcome Sign Template | Color Create Studio,,draft
canva-thank-you-card-template,Editable Canva Thank-You Card Template,"<p>A fully editable thank you card Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, thank you card, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVATHANKYOUC-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Thank-You Card Template | Color Create Studio,,draft
canva-favor-tag-template,Editable Canva Favor Tag Template,"<p>A fully editable favor tag Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, favor tag, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAFAVORTAGT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Favor Tag Template | Color Create Studio,,draft
canva-party-game-template,Editable Canva Party Game Template,"<p>A fully editable party game Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, party game, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPARTYGAME-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Party Game Template | Color Create Studio,,draft
canva-itinerary-template,Editable Canva Itinerary Template,"<p>A fully editable itinerary Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, itinerary, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAITINERARY-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Itinerary Template | Color Create Studio,,draft
canva-menu-card-template,Editable Canva Menu Card Template,"<p>A fully editable menu card Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, menu card, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAMENUCARDT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Menu Card Template | Color Create Studio,,draft
canva-birthday-board-template,Editable Canva Birthday Board Template,"<p>A fully editable birthday board Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, birthday board, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVABIRTHDAYB-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Birthday Board Template | Color Create Studio,,draft
canva-milestone-board-template,Editable Canva Milestone Board Template,"<p>A fully editable milestone board Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, milestone board, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAMILESTONE-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Milestone Board Template | Color Create Studio,,draft
canva-graduation-board-template,Editable Canva Graduation Board Template,"<p>A fully editable graduation board Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, graduation board, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAGRADUATIO-01X,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Graduation Board Template | Color Create Studio,,draft
canva-chip-bag-template,Editable Canva Chip Bag Template,"<p>A fully editable chip bag Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, chip bag, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVACHIPBAGTE-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Chip Bag Template | Color Create Studio,,draft
canva-water-bottle-label-template,Editable Canva Water Bottle Label Template,"<p>A fully editable water bottle Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, water bottle, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAWATERBOTT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Water Bottle Label Template | Color Create Studio,,draft
